1666048027,28448509,,83.28153114395332
1666048027,78199230,,94.34039489810743
1666048027,127619913,,103.30751527226387
1666048027,182003517,,108.89409183448079
1666048027,228182816,,111.54584332729765
1666048027,291696323,,109.79317951257515
1666048027,327251777,,102.26822040816769
1666048027,376646551,,86.12257366737218
1666048027,429513035,,52.97741931824576
1666048027,478834719,,-56.32893744396247
1666048027,528223239,,-102.89945557781773
1666048027,576455609,,-138.75723871486687
1666048027,626634000,,-169.58820353727435
1666048027,678465888,,-194.77705916056618
1666048027,728791854,,-215.76550885516366
1666048027,778025848,,-231.17618773936601
1666048027,826373571,,-240.00569900287564
1666048027,879894517,,-238.59469795787408
1666048027,928345236,,-227.24311443879918
1666048027,979304042,,-200.1305558376856
1666048028,27669513,,-146.13334367957276
1666048028,76343988,,71.05210057340781
1666048028,147721417,,194.98288714124126
1666048028,179594580,,276.05838264029103
1666048028,228739686,,342.9103106510885
1666048028,277159440,,401.6775431272755
1666048028,326490970,,452.1568203284405
1666048028,398192578,,488.78665957716623
1666048028,428136380,,513.9799445911582
1666048028,477630174,,522.2768566522099
1666048028,528852773,,510.67309615572265
1666048028,576293342,,471.6419258981095
1666048028,630318117,,389.16444493467696
1666048028,679707720,,224.04106983349735
1666048028,729486520,,-295.2060821423696
1666048028,777078000,,-511.592514355599
1666048028,826971341,,-684.0089489240031
1666048028,895826452,,-824.9152841271508
1666048028,928308720,,-945.7328965067915
1666048028,979476301,,-1040.580872118609
1666048029,41845861,,-1109.5817826823386
1666048029,79612068,,-1145.2674380129904
1666048029,127286422,,-1130.8678673989418
1666048029,178576239,,-1054.2115334155455
1666048029,227845085,,-816.3676243272764
1666048029,277238216,,595.2683517366538
1666048029,327861638,,1719.6824034619337
1666048029,377739628,,2828.6932608203506
1666048029,427422063,,1884.8878788348654
1666048029,477352678,,-2197.629917913952
1666048029,547730528,,-2137.8798523079336
1666048029,578343207,,-1506.2908415433224
1666048029,627756054,,1624.476769505098
1666048029,678921062,,1262.6972970194704
1666048029,729229878,,1646.4912408739992
1666048029,778821086,,-531.6922844248257
1666048029,827941088,,-992.3924967339915
1666048029,878218616,,-1147.5564027854043
1666048029,927450313,,-930.6858875345254
1666048029,978680021,,-603.411646431066
1666048030,27927920,,-403.9895608666719
1666048030,77234197,,487.6657439722735
1666048030,128036037,,728.5961233105384
1666048030,179032457,,996.7769243614512
1666048030,228093053,,856.4660368087937
1666048030,277806714,,692.5899613023743
1666048030,327405971,,286.01270397644686
1666048030,392356490,,-383.5615929838839
1666048030,427415419,,112.63390149998989
1666048030,478133673,,-517.0053176210073
1666048030,528495381,,-461.17085403762263
1666048030,593540301,,-311.3688597766888
1666048030,628556900,,621.6998131789895
1666048030,677696029,,592.8035680105346
1666048030,732673325,,682.0951314767988
1666048030,778198255,,661.3628172252725
1666048030,827963290,,731.785160881861
1666048030,879284913,,333.13580530975145
1666048030,939067109,,-420.9499241542447
1666048030,977109585,,-579.4262051974027
1666048031,26240641,,-587.1727254838846
1666048031,80906167,,-301.1845992091469
1666048031,127380111,,-415.1279337754541
1666048031,192027154,,-230.26101755100453
1666048031,230420653,,231.82734321685703
1666048031,277290486,,567.2458418391394
1666048031,330365248,,357.12794932461156
1666048031,378071105,,196.02286918731235
1666048031,426656542,,-375.4412232272662
1666048031,477942950,,-511.69756367560973
1666048031,528906278,,-499.2147860739185
